2023080100001;安徽旭能电力股份有限公司;91341124087565441U;Y;C;111;Y;2023/7/14 17:49:16
2023080100002;合肥岱山湖羽绒制品有限公司;91340122050170905Y;Y;C;111;Y;2023/08/01 17:00:00
2023080200003;安徽朝界机械制造有限公司;91340123MA2WT4BP35;Y;C;516;Y;2023/08/01 18:48:00
